Year,Rtype,Dname,Cname,City,Sname,Type,gsId,Lat,Lon,Enrollment,Plan504,FreeAnd Reduced PriceLunch,Enroll12,Percent Teachers InFirst SecondYear,ActSat Number Participation,NumTstTakr,ApCourse Participation,ApCourse Passed,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21,ParentRating,gsRating,Asian,"Black, non-Hispanic",Hispanic,Multiracial,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,"White, non-Hispanic"
2016,S,Fremont Unified,Alameda,Colton,Washington High,public,11080,34.071853999999995,-117.31268,133.0,3.7,72.93,425,12.5,4,93,0.0,32,27.0,27.0,26.0,26.0,82,88.17,4.0,2.0,2.26,6.02,72.18,0.75,0.75,2.26,15.79
2016,S,Washington Unified,Fresno,Fremont,Washington High,public,106,37.552082,-121.99484,1822.0,3.5,29.2,237,6.8,273,47,23.8,441,16.0,17.0,18.0,17.0,8,17.02,4.0,8.0,42.26,5.16,21.9,3.07,0.27,0.82,26.51
2016,S,Washington Unified,Fresno,Fremont,Washington High,public,106,37.552082,-121.99484,1822.0,3.5,84.69,237,6.8,273,47,22.0,32,16.0,17.0,18.0,17.0,8,17.02,4.0,8.0,9.79,5.81,70.83,1.07,3.78,0.0,8.72
2016,S,Washington Unified,Fresno,Fremont,Washington High,public,106,37.552082,-121.99484,1822.0,3.7,72.93,237,12.5,4,47,0.0,32,16.0,17.0,18.0,17.0,8,17.02,4.0,8.0,2.26,6.02,72.18,0.75,0.75,2.26,15.79
2016,S,Washington Unified,Fresno,Fresno,Washington High,public,974,36.648148,-119.79091,1032.0,3.5,29.2,237,6.8,273,47,23.8,441,16.0,17.0,18.0,17.0,8,17.02,4.0,3.0,42.26,5.16,21.9,3.07,0.27,0.82,26.51
2016,S,Washington Unified,Fresno,Fresno,Washington High,public,974,36.648148,-119.79091,1032.0,3.5,84.69,237,6.8,273,47,22.0,32,16.0,17.0,18.0,17.0,8,17.02,4.0,3.0,9.79,5.81,70.83,1.07,3.78,0.0,8.72
2016,S,Washington Unified,Fresno,Fresno,Washington High,public,974,36.648148,-119.79091,1032.0,3.7,72.93,237,12.5,4,47,0.0,32,16.0,17.0,18.0,17.0,8,17.02,4.0,3.0,2.26,6.02,72.18,0.75,0.75,2.26,15.79
2016,S,Washington Unified,Fresno,Colton,Washington High,public,11080,34.071853999999995,-117.31268,133.0,3.5,29.2,237,6.8,273,47,23.8,441,16.0,17.0,18.0,17.0,8,17.02,4.0,2.0,42.26,5.16,21.9,3.07,0.27,0.82,26.51
2016,S,Washington Unified,Fresno,Colton,Washington High,public,11080,34.071853999999995,-117.31268,133.0,3.5,84.69,237,6.8,273,47,22.0,32,16.0,17.0,18.0,17.0,8,17.02,4.0,2.0,9.79,5.81,70.83,1.07,3.78,0.0,8.72
2016,S,Washington Unified,Fresno,Colton,Washington High,public,11080,34.071853999999995,-117.31268,133.0,3.7,72.93,237,12.5,4,47,0.0,32,16.0,17.0,18.0,17.0,8,17.02,4.0,2.0,2.26,6.02,72.18,0.75,0.75,2.26,15.79
2017,S,Fremont Unified,Alameda,Fremont,Washington High,public,106,37.552082,-121.99484,1822.0,3.5,29.2,430,6.8,273,99,23.8,441,28.0,28.0,28.0,27.0,88,88.89,4.0,8.0,42.26,5.16,21.9,3.07,0.27,0.82,26.51
2017,S,Fremont Unified,Alameda,Fremont,Washington High,public,106,37.552082,-121.99484,1822.0,3.5,84.69,430,6.8,273,99,22.0,32,28.0,28.0,28.0,27.0,88,88.89,4.0,8.0,9.79,5.81,70.83,1.07,3.78,0.0,8.72
2017,S,Fremont Unified,Alameda,Fremont,Washington High,public,106,37.552082,-121.99484,1822.0,3.7,72.93,430,12.5,4,99,0.0,32,28.0,28.0,28.0,27.0,88,88.89,4.0,8.0,2.26,6.02,72.18,0.75,0.75,2.26,15.79
2017,S,Fremont Unified,Alameda,Fresno,Washington High,public,974,36.648148,-119.79091,1032.0,3.5,29.2,430,6.8,273,99,23.8,441,28.0,28.0,28.0,27.0,88,88.89,4.0,3.0,42.26,5.16,21.9,3.07,0.27,0.82,26.51
2017,S,Fremont Unified,Alameda,Fresno,Washington High,public,974,36.648148,-119.79091,1032.0,3.5,84.69,430,6.8,273,99,22.0,32,28.0,28.0,28.0,27.0,88,88.89,4.0,3.0,9.79,5.81,70.83,1.07,3.78,0.0,8.72
2017,S,Fremont Unified,Alameda,Fresno,Washington High,public,974,36.648148,-119.79091,1032.0,3.7,72.93,430,12.5,4,99,0.0,32,28.0,28.0,28.0,27.0,88,88.89,4.0,3.0,2.26,6.02,72.18,0.75,0.75,2.26,15.79
2017,S,Fremont Unified,Alameda,Colton,Washington High,public,11080,34.071853999999995,-117.31268,133.0,3.5,29.2,430,6.8,273,99,23.8,441,28.0,28.0,28.0,27.0,88,88.89,4.0,2.0,42.26,5.16,21.9,3.07,0.27,0.82,26.51
2017,S,Fremont Unified,Alameda,Colton,Washington High,public,11080,34.071853999999995,-117.31268,133.0,3.5,84.69,430,6.8,273,99,22.0,32,28.0,28.0,28.0,27.0,88,88.89,4.0,2.0,9.79,5.81,70.83,1.07,3.78,0.0,8.72
2017,S,Fremont Unified,Alameda,Colton,Washington High,public,11080,34.071853999999995,-117.31268,133.0,3.7,72.93,430,12.5,4,99,0.0,32,28.0,28.0,28.0,27.0,88,88.89,4.0,2.0,2.26,6.02,72.18,0.75,0.75,2.26,15.79
2017,S,Washington Unified,Fresno,Fremont,Washington High,public,106,37.552082,-121.99484,1822.0,3.5,29.2,227,6.8,273,57,23.8,441,16.0,17.0,17.0,17.0,9,15.79,4.0,8.0,42.26,5.16,21.9,3.07,0.27,0.82,26.51
2017,S,Washington Unified,Fresno,Fremont,Washington High,public,106,37.552082,-121.99484,1822.0,3.5,84.69,227,6.8,273,57,22.0,32,16.0,17.0,17.0,17.0,9,15.79,4.0,8.0,9.79,5.81,70.83,1.07,3.78,0.0,8.72
2017,S,Washington Unified,Fresno,Fremont,Washington High,public,106,37.552082,-121.99484,1822.0,3.7,72.93,227,12.5,4,57,0.0,32,16.0,17.0,17.0,17.0,9,15.79,4.0,8.0,2.26,6.02,72.18,0.75,0.75,2.26,15.79
2017,S,Washington Unified,Fresno,Fresno,Washington High,public,974,36.648148,-119.79091,1032.0,3.5,29.2,227,6.8,273,57,23.8,441,16.0,17.0,17.0,17.0,9,15.79,4.0,3.0,42.26,5.16,21.9,3.07,0.27,0.82,26.51
2017,S,Washington Unified,Fresno,Fresno,Washington High,public,974,36.648148,-119.79091,1032.0,3.5,84.69,227,6.8,273,57,22.0,32,16.0,17.0,17.0,17.0,9,15.79,4.0,3.0,9.79,5.81,70.83,1.07,3.78,0.0,8.72
2017,S,Washington Unified,Fresno,Fresno,Washington High,public,974,36.648148,-119.79091,1032.0,3.7,72.93,227,12.5,4,57,0.0,32,16.0,17.0,17.0,17.0,9,15.79,4.0,3.0,2.26,6.02,72.18,0.75,0.75,2.26,15.79
2017,S,Washington Unified,Fresno,Colton,Washington High,public,11080,34.071853999999995,-117.31268,133.0,3.5,29.2,227,6.8,273,57,23.8,441,16.0,17.0,17.0,17.0,9,15.79,4.0,2.0,42.26,5.16,21.9,3.07,0.27,0.82,26.51
2017,S,Washington Unified,Fresno,Colton,Washington High,public,11080,34.071853999999995,-117.31268,133.0,3.5,84.69,227,6.8,273,57,22.0,32,16.0,17.0,17.0,17.0,9,15.79,4.0,2.0,9.79,5.81,70.83,1.07,3.78,0.0,8.72
2017,S,Washington Unified,Fresno,Colton,Washington High,public,11080,34.071853999999995,-117.31268,133.0,3.7,72.93,227,12.5,4,57,0.0,32,16.0,17.0,17.0,17.0,9,15.79,4.0,2.0,2.26,6.02,72.18,0.75,0.75,2.26,15.79
2018,S,Fremont Unified,Alameda,Fremont,Washington High,public,106,37.552082,-121.99484,1822.0,3.5,29.2,478,6.8,273,95,23.8,441,28.0,27.0,28.0,26.0,84,88.42,4.0,8.0,42.26,5.16,21.9,3.07,0.27,0.82,26.51
2018,S,Fremont Unified,Alameda,Fremont,Washington High,public,106,37.552082,-121.99484,1822.0,3.5,84.69,478,6.8,273,95,22.0,32,28.0,27.0,28.0,26.0,84,88.42,4.0,8.0,9.79,5.81,70.83,1.07,3.78,0.0,8.72
2018,S,Fremont Unified,Alameda,Fremont,Washington High,public,106,37.552082,-121.99484,1822.0,3.7,72.93,478,12.5,4,95,0.0,32,28.0,27.0,28.0,26.0,84,88.42,4.0,8.0,2.26,6.02,72.18,0.75,0.75,2.26,15.79
2018,S,Fremont Unified,Alameda,Fresno,Washington High,public,974,36.648148,-119.79091,1032.0,3.5,29.2,478,6.8,273,95,23.8,441,28.0,27.0,28.0,26.0,84,88.42,4.0,3.0,42.26,5.16,21.9,3.07,0.27,0.82,26.51
2018,S,Fremont Unified,Alameda,Fresno,Washington High,public,974,36.648148,-119.79091,1032.0,3.5,84.69,478,6.8,273,95,22.0,32,28.0,27.0,28.0,26.0,84,88.42,4.0,3.0,9.79,5.81,70.83,1.07,3.78,0.0,8.72
2018,S,Fremont Unified,Alameda,Fresno,Washington High,public,974,36.648148,-119.79091,1032.0,3.7,72.93,478,12.5,4,95,0.0,32,28.0,27.0,28.0,26.0,84,88.42,4.0,3.0,2.26,6.02,72.18,0.75,0.75,2.26,15.79
2018,S,Fremont Unified,Alameda,Colton,Washington High,public,11080,34.071853999999995,-117.31268,133.0,3.5,29.2,478,6.8,273,95,23.8,441,28.0,27.0,28.0,26.0,84,88.42,4.0,2.0,42.26,5.16,21.9,3.07,0.27,0.82,26.51
2018,S,Fremont Unified,Alameda,Colton,Washington High,public,11080,34.071853999999995,-117.31268,133.0,3.5,84.69,478,6.8,273,95,22.0,32,28.0,27.0,28.0,26.0,84,88.42,4.0,2.0,9.79,5.81,70.83,1.07,3.78,0.0,8.72
2018,S,Fremont Unified,Alameda,Colton,Washington High,public,11080,34.071853999999995,-117.31268,133.0,3.7,72.93,478,12.5,4,95,0.0,32,28.0,27.0,28.0,26.0,84,88.42,4.0,2.0,2.26,6.02,72.18,0.75,0.75,2.26,15.79
2018,S,Washington Unified,Fresno,Fremont,Washington High,public,106,37.552082,-121.99484,1822.0,3.5,29.2,207,6.8,273,95,23.8,441,16.0,17.0,17.0,17.0,11,11.58,4.0,8.0,42.26,5.16,21.9,3.07,0.27,0.82,26.51
2018,S,Washington Unified,Fresno,Fremont,Washington High,public,106,37.552082,-121.99484,1822.0,3.5,84.69,207,6.8,273,95,22.0,32,16.0,17.0,17.0,17.0,11,11.58,4.0,8.0,9.79,5.81,70.83,1.07,3.78,0.0,8.72
2018,S,Washington Unified,Fresno,Fremont,Washington High,public,106,37.552082,-121.99484,1822.0,3.7,72.93,207,12.5,4,95,0.0,32,16.0,17.0,17.0,17.0,11,11.58,4.0,8.0,2.26,6.02,72.18,0.75,0.75,2.26,15.79
2018,S,Washington Unified,Fresno,Fresno,Washington High,public,974,36.648148,-119.79091,1032.0,3.5,29.2,207,6.8,273,95,23.8,441,16.0,17.0,17.0,17.0,11,11.58,4.0,3.0,42.26,5.16,21.9,3.07,0.27,0.82,26.51
2018,S,Washington Unified,Fresno,Fresno,Washington High,public,974,36.648148,-119.79091,1032.0,3.5,84.69,207,6.8,273,95,22.0,32,16.0,17.0,17.0,17.0,11,11.58,4.0,3.0,9.79,5.81,70.83,1.07,3.78,0.0,8.72
2018,S,Washington Unified,Fresno,Fresno,Washington High,public,974,36.648148,-119.79091,1032.0,3.7,72.93,207,12.5,4,95,0.0,32,16.0,17.0,17.0,17.0,11,11.58,4.0,3.0,2.26,6.02,72.18,0.75,0.75,2.26,15.79
2018,S,Washington Unified,Fresno,Colton,Washington High,public,11080,34.071853999999995,-117.31268,133.0,3.5,29.2,207,6.8,273,95,23.8,441,16.0,17.0,17.0,17.0,11,11.58,4.0,2.0,42.26,5.16,21.9,3.07,0.27,0.82,26.51
2018,S,Washington Unified,Fresno,Colton,Washington High,public,11080,34.071853999999995,-117.31268,133.0,3.5,84.69,207,6.8,273,95,22.0,32,16.0,17.0,17.0,17.0,11,11.58,4.0,2.0,9.79,5.81,70.83,1.07,3.78,0.0,8.72
2018,S,Washington Unified,Fresno,Colton,Washington High,public,11080,34.071853999999995,-117.31268,133.0,3.7,72.93,207,12.5,4,95,0.0,32,16.0,17.0,17.0,17.0,11,11.58,4.0,2.0,2.26,6.02,72.18,0.75,0.75,2.26,15.79
2014,S,Orland Joint Unified,Glenn,Orland,Orland High,public,983,39.750984,-122.19017,694.0,2.8,55.62,151,2.9,22,19,15.7,38,17.0,19.0,19.0,18.0,4,21.05,3.0,6.0,2.88,0.14,58.93,0.58,0.29,0.14,37.03
2016,S,Orland Joint Unified,Glenn,Orland,Orland High,public,983,39.750984,-122.19017,694.0,2.8,55.62,173,2.9,22,24,15.7,38,19.0,21.0,19.0,21.0,9,37.5,3.0,6.0,2.88,0.14,58.93,0.58,0.29,0.14,37.03
2017,S,Orland Joint Unified,Glenn,Orland,Orland High,public,983,39.750984,-122.19017,694.0,2.8,55.62,173,2.9,22,28,15.7,38,21.0,22.0,21.0,21.0,14,50.0,3.0,6.0,2.88,0.14,58.93,0.58,0.29,0.14,37.03
2018,S,Orland Joint Unified,Glenn,Orland,Orland High,public,983,39.750984,-122.19017,694.0,2.8,55.62,151,2.9,22,33,15.7,38,18.0,21.0,20.0,21.0,13,39.39,3.0,6.0,2.88,0.14,58.93,0.58,0.29,0.14,37.03
2014,S,Northern Humboldt Union High,Humboldt,Arcata,Arcata High,public,1047,40.875687,-124.08991,855.0,1.9,30.99,166,5.3,139,38,20.6,165,25.0,27.0,25.0,25.0,32,84.21,3.0,8.0,1.75,1.17,10.53,8.3,2.34,0.23,75.67
2015,S,Northern Humboldt Union High,Humboldt,Arcata,Arcata High,public,1047,40.875687,-124.08991,855.0,1.9,30.99,206,5.3,139,56,20.6,165,26.0,27.0,25.0,25.0,52,92.86,3.0,8.0,1.75,1.17,10.53,8.3,2.34,0.23,75.67
2016,S,Northern Humboldt Union High,Humboldt,Arcata,Arcata High,public,1047,40.875687,-124.08991,855.0,1.9,30.99,212,5.3,139,56,20.6,165,26.0,27.0,26.0,25.0,49,87.5,3.0,8.0,1.75,1.17,10.53,8.3,2.34,0.23,75.67
2017,S,Northern Humboldt Union High,Humboldt,Arcata,Arcata High,public,1047,40.875687,-124.08991,855.0,1.9,30.99,198,5.3,139,35,20.6,165,26.0,26.0,25.0,25.0,27,77.14,3.0,8.0,1.75,1.17,10.53,8.3,2.34,0.23,75.67
2018,S,Northern Humboldt Union High,Humboldt,Arcata,Arcata High,public,1047,40.875687,-124.08991,855.0,1.9,30.99,186,5.3,139,40,20.6,165,26.0,27.0,26.0,25.0,33,82.5,3.0,8.0,1.75,1.17,10.53,8.3,2.34,0.23,75.67
2014,S,Eureka City Schools,Humboldt,Eureka,Eureka Senior High,public,1007,40.790302,-124.15887,1093.0,3.5,47.85,253,6.7,159,37,21.6,183,21.0,20.0,22.0,21.0,18,48.65,3.0,6.0,12.17,3.02,17.11,4.48,5.4,1.01,56.82
2015,S,Eureka City Schools,Humboldt,Eureka,Eureka Senior High,public,1007,40.790302,-124.15887,1093.0,3.5,47.85,249,6.7,159,48,21.6,183,23.0,24.0,24.0,24.0,38,79.17,3.0,6.0,12.17,3.02,17.11,4.48,5.4,1.01,56.82
2016,S,Eureka City Schools,Humboldt,Eureka,Eureka Senior High,public,1007,40.790302,-124.15887,1093.0,3.5,47.85,215,6.7,159,35,21.6,183,21.0,22.0,22.0,21.0,18,51.43,3.0,6.0,12.17,3.02,17.11,4.48,5.4,1.01,56.82
2017,S,Eureka City Schools,Humboldt,Eureka,Eureka Senior High,public,1007,40.790302,-124.15887,1093.0,3.5,47.85,231,6.7,159,24,21.6,183,23.0,24.0,24.0,22.0,15,62.5,3.0,6.0,12.17,3.02,17.11,4.48,5.4,1.01,56.82
2018,S,Eureka City Schools,Humboldt,Eureka,Eureka Senior High,public,1007,40.790302,-124.15887,1093.0,3.5,47.85,220,6.7,159,28,21.6,183,19.0,21.0,22.0,22.0,15,53.57,3.0,6.0,12.17,3.02,17.11,4.48,5.4,1.01,56.82
2014,S,Corcoran Joint Unified,Kings,Corcoran,Corcoran High,public,1147,36.097725,-119.56754,860.0,0.2,76.4,197,9.8,84,39,14.4,55,19.0,21.0,20.0,19.0,16,41.03,4.0,4.0,0.7,3.72,86.16,0.12,0.23,0.12,8.95
2015,S,Corcoran Joint Unified,Kings,Corcoran,Corcoran High,public,1147,36.097725,-119.56754,860.0,0.2,76.4,192,9.8,84,29,14.4,55,18.0,18.0,20.0,18.0,5,17.24,4.0,4.0,0.7,3.72,86.16,0.12,0.23,0.12,8.95
2016,S,Corcoran Joint Unified,Kings,Corcoran,Corcoran High,public,1147,36.097725,-119.56754,860.0,0.2,76.4,190,9.8,84,44,14.4,55,19.0,20.0,19.0,19.0,14,31.82,4.0,4.0,0.7,3.72,86.16,0.12,0.23,0.12,8.95
2017,S,Corcoran Joint Unified,Kings,Corcoran,Corcoran High,public,1147,36.097725,-119.56754,860.0,0.2,76.4,174,9.8,84,41,14.4,55,18.0,18.0,19.0,18.0,9,21.95,4.0,4.0,0.7,3.72,86.16,0.12,0.23,0.12,8.95
2018,S,Corcoran Joint Unified,Kings,Corcoran,Corcoran High,public,1147,36.097725,-119.56754,860.0,0.2,76.4,170,9.8,84,48,14.4,55,16.0,17.0,17.0,17.0,9,18.75,4.0,4.0,0.7,3.72,86.16,0.12,0.23,0.12,8.95
2014,S,Hanford Joint Union High,Kings,Hanford,Hanford West High,public,1165,36.328197,-119.66102,1380.0,0.7,56.96,280,3.7,142,25,13.4,106,19.0,20.0,21.0,20.0,11,44.0,3.0,6.0,4.13,5.8,63.12,1.74,0.51,0.07,24.64
2015,S,Hanford Joint Union High,Kings,Hanford,Hanford West High,public,1165,36.328197,-119.66102,1380.0,0.7,56.96,304,3.7,142,31,13.4,106,19.0,20.0,20.0,20.0,12,38.71,3.0,6.0,4.13,5.8,63.12,1.74,0.51,0.07,24.64
2016,S,Hanford Joint Union High,Kings,Hanford,Hanford West High,public,1165,36.328197,-119.66102,1380.0,0.7,56.96,323,3.7,142,29,13.4,106,18.0,18.0,19.0,18.0,6,20.69,3.0,6.0,4.13,5.8,63.12,1.74,0.51,0.07,24.64
2017,S,Hanford Joint Union High,Kings,Hanford,Hanford West High,public,1165,36.328197,-119.66102,1380.0,0.7,56.96,302,3.7,142,19,13.4,106,21.0,21.0,21.0,22.0,12,63.16,3.0,6.0,4.13,5.8,63.12,1.74,0.51,0.07,24.64
2014,S,Hanford Joint Union High,Kings,Hanford,Hanford High,public,1164,36.34269000000001,-119.64434,1480.0,0.5,62.36,343,1.7,136,33,8.3,88,18.0,19.0,20.0,18.0,12,36.36,4.0,7.0,0.54,5.68,62.77,0.41,0.54,0.2,29.86
2015,S,Hanford Joint Union High,Kings,Hanford,Hanford High,public,1164,36.34269000000001,-119.64434,1480.0,0.5,62.36,340,1.7,136,35,8.3,88,20.0,22.0,20.0,19.0,19,54.29,4.0,7.0,0.54,5.68,62.77,0.41,0.54,0.2,29.86
2016,S,Hanford Joint Union High,Kings,Hanford,Hanford High,public,1164,36.34269000000001,-119.64434,1480.0,0.5,62.36,316,1.7,136,37,8.3,88,20.0,23.0,21.0,20.0,19,51.35,4.0,7.0,0.54,5.68,62.77,0.41,0.54,0.2,29.86
2017,S,Hanford Joint Union High,Kings,Hanford,Hanford High,public,1164,36.34269000000001,-119.64434,1480.0,0.5,62.36,346,1.7,136,35,8.3,88,21.0,23.0,20.0,21.0,18,51.43,4.0,7.0,0.54,5.68,62.77,0.41,0.54,0.2,29.86
2018,S,Hanford Joint Union High,Kings,Hanford,Hanford High,public,1164,36.34269000000001,-119.64434,1480.0,0.5,62.36,308,1.7,136,24,8.3,88,19.0,19.0,19.0,21.0,11,45.83,4.0,7.0,0.54,5.68,62.77,0.41,0.54,0.2,29.86
2014,S,Lemoore Union High,Kings,Lemoore,Lemoore High,public,1177,36.298286,-119.77945,1956.0,0.2,51.64,421,7.3,186,109,18.6,202,20.0,21.0,20.0,20.0,53,48.62,4.0,5.0,6.9,6.49,54.81,1.28,3.73,0.61,26.18
2015,S,Lemoore Union High,Kings,Lemoore,Lemoore High,public,1177,36.298286,-119.77945,1956.0,0.2,51.64,448,7.3,186,98,18.6,202,18.0,19.0,20.0,19.0,34,34.69,4.0,5.0,6.9,6.49,54.81,1.28,3.73,0.61,26.18
2016,S,Lemoore Union High,Kings,Lemoore,Lemoore High,public,1177,36.298286,-119.77945,1956.0,0.2,51.64,459,7.3,186,92,18.6,202,19.0,21.0,20.0,21.0,39,42.39,4.0,5.0,6.9,6.49,54.81,1.28,3.73,0.61,26.18
2017,S,Lemoore Union High,Kings,Lemoore,Lemoore High,public,1177,36.298286,-119.77945,1956.0,0.2,51.64,439,7.3,186,77,18.6,202,19.0,20.0,20.0,20.0,28,36.36,4.0,5.0,6.9,6.49,54.81,1.28,3.73,0.61,26.18
2018,S,Lemoore Union High,Kings,Lemoore,Lemoore High,public,1177,36.298286,-119.77945,1956.0,0.2,51.64,416,7.3,186,83,18.6,202,19.0,21.0,19.0,19.0,37,44.58,4.0,5.0,6.9,6.49,54.81,1.28,3.73,0.61,26.18
2014,S,Reef-Sunset Unified,Kings,Avenal,Avenal High,public,1182,36.00894500000001,-120.12958,642.0,0.0,88.01,133,27.6,76,42,18.8,52,15.0,16.0,18.0,16.0,6,14.29,3.0,3.0,0.31,0.0,96.73,0.0,0.0,0.0,2.96
2015,S,Reef-Sunset Unified,Kings,Avenal,Avenal High,public,1182,36.00894500000001,-120.12958,642.0,0.0,88.01,125,27.6,76,77,18.8,52,12.0,15.0,16.0,15.0,3,3.9,3.0,3.0,0.31,0.0,96.73,0.0,0.0,0.0,2.96
2016,S,Reef-Sunset Unified,Kings,Avenal,Avenal High,public,1182,36.00894500000001,-120.12958,642.0,0.0,88.01,121,27.6,76,75,18.8,52,14.0,16.0,16.0,16.0,3,4.0,3.0,3.0,0.31,0.0,96.73,0.0,0.0,0.0,2.96
2017,S,Reef-Sunset Unified,Kings,Avenal,Avenal High,public,1182,36.00894500000001,-120.12958,642.0,0.0,88.01,132,27.6,76,98,18.8,52,14.0,16.0,16.0,16.0,6,6.12,3.0,3.0,0.31,0.0,96.73,0.0,0.0,0.0,2.96
2018,S,Reef-Sunset Unified,Kings,Avenal,Avenal High,public,1182,36.00894500000001,-120.12958,642.0,0.0,88.01,155,27.6,76,65,18.8,52,16.0,16.0,17.0,17.0,12,18.46,3.0,3.0,0.31,0.0,96.73,0.0,0.0,0.0,2.96
2014,S,Upper Lake Union High,Lake,Lake,Upper Lake High,public,3095,39.164974,-122.90268,265.0,0.0,77.74,73,6.5,19,19,11.4,13,20.0,21.0,19.0,19.0,8,42.11,4.0,2.0,1.51,1.51,26.79,8.3,7.55,0.0,54.34
2016,S,Upper Lake Union High,Lake,Lake,Upper Lake High,public,3095,39.164974,-122.90268,265.0,0.0,77.74,57,6.5,19,16,11.4,13,22.0,22.0,20.0,21.0,10,62.5,4.0,2.0,1.51,1.51,26.79,8.3,7.55,0.0,54.34
2017,S,Upper Lake Unified,Lake,Lake,Upper Lake High,public,3095,39.164974,-122.90268,265.0,0.0,77.74,52,6.5,19,18,11.4,13,19.0,20.0,17.0,19.0,7,38.89,4.0,2.0,1.51,1.51,26.79,8.3,7.55,0.0,54.34
2018,S,Upper Lake Unified,Lake,Lake,Upper Lake High,public,3095,39.164974,-122.90268,265.0,0.0,77.74,66,6.5,19,19,11.4,13,19.0,19.0,18.0,18.0,4,21.05,4.0,2.0,1.51,1.51,26.79,8.3,7.55,0.0,54.34
2014,S,Lassen Union High,Lassen,Susanville,Lassen High,public,3108,40.41729,-120.65665,829.0,1.8,30.4,215,8.8,90,25,13.6,70,22.0,23.0,23.0,22.0,17,68.0,3.0,6.0,2.17,1.57,15.44,0.24,7.84,2.17,70.57
2015,S,Lassen Union High,Lassen,Susanville,Lassen High,public,3108,40.41729,-120.65665,829.0,1.8,30.4,210,8.8,90,24,13.6,70,24.0,24.0,24.0,23.0,21,87.5,3.0,6.0,2.17,1.57,15.44,0.24,7.84,2.17,70.57
2016,S,Lassen Union High,Lassen,Susanville,Lassen High,public,3108,40.41729,-120.65665,829.0,1.8,30.4,220,8.8,90,26,13.6,70,21.0,23.0,21.0,21.0,17,65.38,3.0,6.0,2.17,1.57,15.44,0.24,7.84,2.17,70.57
2017,S,Lassen Union High,Lassen,Susanville,Lassen High,public,3108,40.41729,-120.65665,829.0,1.8,30.4,200,8.8,90,28,13.6,70,24.0,27.0,24.0,25.0,25,89.29,3.0,6.0,2.17,1.57,15.44,0.24,7.84,2.17,70.57
2018,S,Lassen Union High,Lassen,Susanville,Lassen High,public,3108,40.41729,-120.65665,829.0,1.8,30.4,187,8.8,90,27,13.6,70,21.0,22.0,22.0,22.0,17,62.96,3.0,6.0,2.17,1.57,15.44,0.24,7.84,2.17,70.57
2014,S,El Monte Union High,Los Angeles,El-Monte,El Monte High,public,1729,34.064316,-118.03583,1830.0,0.1,95.19,476,18.9,325,158,26.5,316,17.0,18.0,20.0,18.0,50,31.65,4.0,4.0,14.48,0.22,84.64,0.16,0.05,0.05,0.38
2015,S,El Monte Union High,Los Angeles,El-Monte,El Monte High,public,1729,34.064316,-118.03583,1830.0,0.1,95.19,468,18.9,325,130,26.5,316,18.0,20.0,21.0,20.0,52,40.0,4.0,4.0,14.48,0.22,84.64,0.16,0.05,0.05,0.38
2016,S,El Monte Union High,Los Angeles,El-Monte,El Monte High,public,1729,34.064316,-118.03583,1830.0,0.1,95.19,438,18.9,325,154,26.5,316,17.0,18.0,20.0,18.0,43,27.92,4.0,4.0,14.48,0.22,84.64,0.16,0.05,0.05,0.38
2017,S,El Monte Union High,Los Angeles,El-Monte,El Monte High,public,1729,34.064316,-118.03583,1830.0,0.1,95.19,419,18.9,325,127,26.5,316,18.0,19.0,20.0,19.0,43,33.86,4.0,4.0,14.48,0.22,84.64,0.16,0.05,0.05,0.38
2018,S,El Monte Union High,Los Angeles,El-Monte,El Monte High,public,1729,34.064316,-118.03583,1830.0,0.1,95.19,441,18.9,325,153,26.5,316,18.0,19.0,19.0,19.0,46,30.07,4.0,4.0,14.48,0.22,84.64,0.16,0.05,0.05,0.38
2014,S,El Monte Union High,Los Angeles,El-Monte,Mountain View High,public,1730,34.053825,-118.0107,1404.0,1.1,95.09,377,14.7,288,94,24.1,136,18.0,18.0,20.0,17.0,28,29.79,3.0,3.0,4.63,0.0,94.37,0.36,0.14,0.0,0.5
2014,S,El Monte Union High,Los Angeles,El-Monte,Mountain View High,public,1730,34.053825,-118.0107,1404.0,0.7,72.95,377,0.0,0,94,0.8,136,18.0,18.0,20.0,17.0,28,29.79,3.0,3.0,0.82,10.25,73.77,2.05,0.82,0.41,11.89
2014,S,El Monte Union High,Los Angeles,El-Monte,Mountain View High,public,1730,34.053825,-118.0107,1404.0,4.8,14.48,377,5.2,442,94,58.0,1169,18.0,18.0,20.0,17.0,28,29.79,3.0,3.0,26.14,1.39,21.65,3.63,0.11,0.75,46.34
2014,S,El Monte Union High,Los Angeles,San Jacinto,Mountain View High,public,4492,33.7962,-116.97386000000002,244.0,1.1,95.09,377,14.7,288,94,24.1,136,18.0,18.0,20.0,17.0,28,29.79,5.0,,4.63,0.0,94.37,0.36,0.14,0.0,0.5
2014,S,El Monte Union High,Los Angeles,San Jacinto,Mountain View High,public,4492,33.7962,-116.97386000000002,244.0,0.7,72.95,377,0.0,0,94,0.8,136,18.0,18.0,20.0,17.0,28,29.79,5.0,,0.82,10.25,73.77,2.05,0.82,0.41,11.89
